Tier,Market,Market full name,type of value,value,good/bad,genre,OPPORTUNITY
欧洲与中东（第一组）,QAT,卡塔尔,(Paid UA) CPP,5.000,bad,所有类型,
欧洲与中东（第一组）,QAT,卡塔尔,(Paid UA) D7 ARPPU,5.000,good,所有类型,
欧洲与中东（第一组）,QAT,卡塔尔,Revenue Potential,0.001,,所有类型,
欧洲与中东（第一组）,ISL,冰岛,(Paid UA) CPP,5.000,bad,所有类型,YES
欧洲与中东（第一组）,ISL,冰岛,(Paid UA) D7 ARPPU,5.000,good,所有类型,YES
欧洲与中东（第一组）,ISL,冰岛,Revenue Potential,0.000,,所有类型,YES
欧洲与中东（第二组）,All countries,欧洲与中东（第二组）,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,All countries,欧洲与中东（第二组）,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,All countries,欧洲与中东（第二组）,Revenue Potential,0.056,,所有类型,
欧洲与中东（第二组）,RUS,俄罗斯,(Paid UA) CPP,1.000,good,所有类型,
欧洲与中东（第二组）,RUS,俄罗斯,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,RUS,俄罗斯,Revenue Potential,0.013,,所有类型,
欧洲与中东（第二组）,TUR,土耳其,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,TUR,土耳其,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
欧洲与中东（第二组）,TUR,土耳其,Revenue Potential,0.010,,所有类型,
欧洲与中东（第二组）,POL,波兰,(Paid UA) CPP,2.000,good,所有类型,YES
欧洲与中东（第二组）,POL,波兰,(Paid UA) D7 ARPPU,3.000,medium,所有类型,YES
欧洲与中东（第二组）,POL,波兰,Revenue Potential,0.008,,所有类型,YES
欧洲与中东（第二组）,SAU,沙特阿拉伯,(Paid UA) CPP,5.000,bad,所有类型,
欧洲与中东（第二组）,SAU,沙特阿拉伯,(Paid UA) D7 ARPPU,4.000,good,所有类型,
欧洲与中东（第二组）,SAU,沙特阿拉伯,Revenue Potential,0.004,,所有类型,
欧洲与中东（第二组）,UKR,乌克兰,(Paid UA) CPP,2.000,good,所有类型,
欧洲与中东（第二组）,UKR,乌克兰,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,UKR,乌克兰,Revenue Potential,0.004,,所有类型,
欧洲与中东（第二组）,ROU,罗马尼亚,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,ROU,罗马尼亚,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,ROU,罗马尼亚,Revenue Potential,0.003,,所有类型,
欧洲与中东（第二组）,CZE,捷克,(Paid UA) CPP,2.000,good,所有类型,YES
欧洲与中东（第二组）,CZE,捷克,(Paid UA) D7 ARPPU,2.000,bad,所有类型,YES
欧洲与中东（第二组）,CZE,捷克,Revenue Potential,0.002,,所有类型,YES
欧洲与中东（第二组）,GRC,希腊,(Paid UA) CPP,2.000,good,所有类型,YES
欧洲与中东（第二组）,GRC,希腊,(Paid UA) D7 ARPPU,5.000,good,所有类型,YES
欧洲与中东（第二组）,GRC,希腊,Revenue Potential,0.002,,所有类型,YES
欧洲与中东（第二组）,PRT,葡萄牙,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,PRT,葡萄牙,(Paid UA) D7 ARPPU,3.000,medium,所有类型,
欧洲与中东（第二组）,PRT,葡萄牙,Revenue Potential,0.002,,所有类型,
欧洲与中东（第二组）,HUN,匈牙利,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,HUN,匈牙利,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,HUN,匈牙利,Revenue Potential,0.001,,所有类型,
欧洲与中东（第二组）,FIN,芬兰,(Paid UA) CPP,4.000,bad,所有类型,
欧洲与中东（第二组）,FIN,芬兰,(Paid UA) D7 ARPPU,4.000,good,所有类型,
欧洲与中东（第二组）,FIN,芬兰,Revenue Potential,0.001,,所有类型,
欧洲与中东（第二组）,BGR,保加利亚,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,BGR,保加利亚,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,BGR,保加利亚,Revenue Potential,0.001,,所有类型,
欧洲与中东（第二组）,SVK,斯洛伐克,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,SVK,斯洛伐克,(Paid UA) D7 ARPPU,3.000,medium,所有类型,
欧洲与中东（第二组）,SVK,斯洛伐克,Revenue Potential,0.001,,所有类型,
欧洲与中东（第二组）,HRV,克罗地亚,(Paid UA) CPP,2.000,good,所有类型,YES
欧洲与中东（第二组）,HRV,克罗地亚,(Paid UA) D7 ARPPU,4.000,good,所有类型,YES
欧洲与中东（第二组）,HRV,克罗地亚,Revenue Potential,0.001,,所有类型,YES
欧洲与中东（第二组）,SRB,塞尔维亚,(Paid UA) CPP,5.000,bad,所有类型,
欧洲与中东（第二组）,SRB,塞尔维亚,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
欧洲与中东（第二组）,SRB,塞尔维亚,Revenue Potential,0.001,,所有类型,
欧洲与中东（第二组）,BLR,白俄罗斯,(Paid UA) CPP,2.000,good,所有类型,
欧洲与中东（第二组）,BLR,白俄罗斯,(Paid UA) D7 ARPPU,3.000,medium,所有类型,
欧洲与中东（第二组）,BLR,白俄罗斯,Revenue Potential,0.001,,所有类型,
欧洲与中东（第二组）,LTU,立陶宛,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,LTU,立陶宛,(Paid UA) D7 ARPPU,3.000,medium,所有类型,
欧洲与中东（第二组）,LTU,立陶宛,Revenue Potential,0.000,,所有类型,
欧洲与中东（第二组）,LVA,拉脱维亚,(Paid UA) CPP,3.000,medium,所有类型,
欧洲与中东（第二组）,LVA,拉脱维亚,(Paid UA) D7 ARPPU,3.000,medium,所有类型,
欧洲与中东（第二组）,LVA,拉脱维亚,Revenue Potential,0.000,,所有类型,
欧洲与中东（第二组）,SVN,斯洛文尼亚,(Paid UA) CPP,4.000,bad,所有类型,
欧洲与中东（第二组）,SVN,斯洛文尼亚,(Paid UA) D7 ARPPU,4.000,good,所有类型,
欧洲与中东（第二组）,SVN,斯洛文尼亚,Revenue Potential,0.000,,所有类型,
欧洲与中东（第二组）,EST,爱沙尼亚,(Paid UA) CPP,4.000,bad,所有类型,YES
欧洲与中东（第二组）,EST,爱沙尼亚,(Paid UA) D7 ARPPU,4.000,good,所有类型,YES
欧洲与中东（第二组）,EST,爱沙尼亚,Revenue Potential,0.000,,所有类型,YES
全球发展中国家市场,All countries,全球发展中国家市场,(Paid UA) CPP,2.000,good,所有类型,
全球发展中国家市场,All countries,全球发展中国家市场,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
全球发展中国家市场,All countries,全球发展中国家市场,Revenue Potential,0.070,,所有类型,
全球发展中国家市场,BRA,巴西,(Paid UA) CPP,1.000,good,所有类型,
全球发展中国家市场,BRA,巴西,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
全球发展中国家市场,BRA,巴西,Revenue Potential,0.020,,所有类型,
全球发展中国家市场,THA,泰国,(Paid UA) CPP,1.000,good,所有类型,YES
全球发展中国家市场,THA,泰国,(Paid UA) D7 ARPPU,2.000,bad,所有类型,YES
全球发展中国家市场,THA,泰国,Revenue Potential,0.013,,所有类型,YES
全球发展中国家市场,IDN,印度尼西亚,(Paid UA) CPP,1.000,good,所有类型,
全球发展中国家市场,IDN,印度尼西亚,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
全球发展中国家市场,IDN,印度尼西亚,Revenue Potential,0.008,,所有类型,
全球发展中国家市场,VNM,越南,(Paid UA) CPP,1.000,good,所有类型,
全球发展中国家市场,VNM,越南,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
全球发展中国家市场,VNM,越南,Revenue Potential,0.007,,所有类型,
全球发展中国家市场,PHL,菲律宾,(Paid UA) CPP,1.000,good,所有类型,
全球发展中国家市场,PHL,菲律宾,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
全球发展中国家市场,PHL,菲律宾,Revenue Potential,0.006,,所有类型,
全球发展中国家市场,IND,印度,(Paid UA) CPP,1.000,good,所有类型,YES
全球发展中国家市场,IND,印度,(Paid UA) D7 ARPPU,1.000,bad,所有类型,YES
全球发展中国家市场,IND,印度,Revenue Potential,0.005,,所有类型,YES
全球发展中国家市场,MYS,马来西亚,(Paid UA) CPP,1.000,good,所有类型,YES
全球发展中国家市场,MYS,马来西亚,(Paid UA) D7 ARPPU,2.000,bad,所有类型,YES
全球发展中国家市场,MYS,马来西亚,Revenue Potential,0.005,,所有类型,YES
全球发展中国家市场,ZAF,南非,(Paid UA) CPP,2.000,good,所有类型,YES
全球发展中国家市场,ZAF,南非,(Paid UA) D7 ARPPU,3.000,medium,所有类型,YES
全球发展中国家市场,ZAF,南非,Revenue Potential,0.003,,所有类型,YES
全球发展中国家市场,KAZ,哈萨克斯坦,(Paid UA) CPP,2.000,good,所有类型,
全球发展中国家市场,KAZ,哈萨克斯坦,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
全球发展中国家市场,KAZ,哈萨克斯坦,Revenue Potential,0.001,,所有类型,
全球发展中国家市场,EGY,埃及,(Paid UA) CPP,5.000,bad,所有类型,
全球发展中国家市场,EGY,埃及,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
全球发展中国家市场,EGY,埃及,Revenue Potential,0.001,,所有类型,
全球发展中国家市场,IRQ,伊拉克,(Paid UA) CPP,5.000,bad,所有类型,
全球发展中国家市场,IRQ,伊拉克,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
全球发展中国家市场,IRQ,伊拉克,Revenue Potential,0.000,,所有类型,
拉丁美洲西语国家,All countries,拉丁美洲西语国家,(Paid UA) CPP,2.000,good,所有类型,
拉丁美洲西语国家,All countries,拉丁美洲西语国家,(Paid UA) D7 ARPPU,2.000,bad,所有类型,
拉丁美洲西语国家,All countries,拉丁美洲西语国家,Revenue Potential,0.016,,所有类型,
拉丁美洲西语国家,MEX,墨西哥,(Paid UA) CPP,1.000,good,所有类型,
拉丁美洲西语国家,MEX,墨西哥,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
拉丁美洲西语国家,MEX,墨西哥,Revenue Potential,0.008,,所有类型,
拉丁美洲西语国家,CHL,智利,(Paid UA) CPP,1.000,good,所有类型,
拉丁美洲西语国家,CHL,智利,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
拉丁美洲西语国家,CHL,智利,Revenue Potential,0.002,,所有类型,
拉丁美洲西语国家,COL,哥伦比亚,(Paid UA) CPP,1.000,good,所有类型,
拉丁美洲西语国家,COL,哥伦比亚,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
拉丁美洲西语国家,COL,哥伦比亚,Revenue Potential,0.001,,所有类型,
拉丁美洲西语国家,ARG,阿根廷,(Paid UA) CPP,1.000,good,所有类型,
拉丁美洲西语国家,ARG,阿根廷,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
拉丁美洲西语国家,ARG,阿根廷,Revenue Potential,0.001,,所有类型,
拉丁美洲西语国家,PER,秘鲁,(Paid UA) CPP,1.000,good,所有类型,
拉丁美洲西语国家,PER,秘鲁,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
拉丁美洲西语国家,PER,秘鲁,Revenue Potential,0.001,,所有类型,
拉丁美洲西语国家,PRI,波多黎各,(Paid UA) CPP,4.000,bad,所有类型,
拉丁美洲西语国家,PRI,波多黎各,(Paid UA) D7 ARPPU,3.000,medium,所有类型,
拉丁美洲西语国家,PRI,波多黎各,Revenue Potential,0.001,,所有类型,
拉丁美洲西语国家,CRI,哥斯达黎加,(Paid UA) CPP,1.000,good,所有类型,
拉丁美洲西语国家,CRI,哥斯达黎加,(Paid UA) D7 ARPPU,1.000,bad,所有类型,
拉丁美洲西语国家,CRI,哥斯达黎加,Revenue Potential,0.000,,所有类型,
美国及英语国家,All countries,美国及英语国家,(Paid UA) CPP,3.000,medium,匹配类,
美国及英语国家,All countries,美国及英语国家,(Paid UA) D7 ARPPU,3.000,medium,匹配类,
美国及英语国家,All countries,美国及英语国家,Revenue Potential,0.625,,匹配类,
美国及英语国家,USA,美国,(Paid UA) CPP,2.000,good,匹配类,YES
美国及英语国家,USA,美国,(Paid UA) D7 ARPPU,2.000,bad,匹配类,YES
美国及英语国家,USA,美国,Revenue Potential,0.514,,匹配类,YES
美国及英语国家,GBR,英国,(Paid UA) CPP,1.000,good,匹配类,YES
美国及英语国家,GBR,英国,(Paid UA) D7 ARPPU,2.000,bad,匹配类,YES
美国及英语国家,GBR,英国,Revenue Potential,0.060,,匹配类,YES
美国及英语国家,CAN,加拿大,(Paid UA) CPP,3.000,medium,匹配类,
美国及英语国家,CAN,加拿大,(Paid UA) D7 ARPPU,2.000,bad,匹配类,
美国及英语国家,CAN,加拿大,Revenue Potential,0.023,,匹配类,
美国及英语国家,AUS,澳大利亚,(Paid UA) CPP,2.000,good,匹配类,YES
美国及英语国家,AUS,澳大利亚,(Paid UA) D7 ARPPU,3.000,medium,匹配类,YES
美国及英语国家,AUS,澳大利亚,Revenue Potential,0.022,,匹配类,YES
美国及英语国家,NZL,新西兰,(Paid UA) CPP,4.000,bad,匹配类,
美国及英语国家,NZL,新西兰,(Paid UA) D7 ARPPU,4.000,good,匹配类,
美国及英语国家,NZL,新西兰,Revenue Potential,0.003,,匹配类,
美国及英语国家,IRL,爱尔兰,(Paid UA) CPP,5.000,bad,匹配类,
美国及英语国家,IRL,爱尔兰,(Paid UA) D7 ARPPU,5.000,good,匹配类,
美国及英语国家,IRL,爱尔兰,Revenue Potential,0.002,,匹配类,
东亚与亚太,All countries,东亚与亚太,(Paid UA) CPP,4.000,bad,匹配类,
东亚与亚太,All countries,东亚与亚太,(Paid UA) D7 ARPPU,4.000,good,匹配类,
东亚与亚太,All countries,东亚与亚太,Revenue Potential,0.114,,匹配类,
东亚与亚太,KOR,韩国,(Paid UA) CPP,3.000,medium,匹配类,
东亚与亚太,KOR,韩国,(Paid UA) D7 ARPPU,3.000,medium,匹配类,
东亚与亚太,KOR,韩国,Revenue Potential,0.043,,匹配类,
东亚与亚太,JPN,日本,(Paid UA) CPP,3.000,medium,匹配类,
东亚与亚太,JPN,日本,(Paid UA) D7 ARPPU,2.000,bad,匹配类,
东亚与亚太,JPN,日本,Revenue Potential,0.057,,匹配类,
东亚与亚太,TWN,中国台湾,(Paid UA) CPP,4.000,bad,匹配类,YES
东亚与亚太,TWN,中国台湾,(Paid UA) D7 ARPPU,5.000,good,匹配类,YES
东亚与亚太,TWN,中国台湾,Revenue Potential,0.007,,匹配类,YES
东亚与亚太,HKG,中国香港,(Paid UA) CPP,5.000,bad,匹配类,YES
东亚与亚太,HKG,中国香港,(Paid UA) D7 ARPPU,5.000,good,匹配类,YES
东亚与亚太,HKG,中国香港,Revenue Potential,0.003,,匹配类,YES
东亚与亚太,SGP,新加坡,(Paid UA) CPP,5.000,bad,匹配类,
东亚与亚太,SGP,新加坡,(Paid UA) D7 ARPPU,5.000,good,匹配类,
东亚与亚太,SGP,新加坡,Revenue Potential,0.003,,匹配类,
欧洲与中东（第一组）,All countries,欧洲与中东（第一组）,(Paid UA) CPP,3.000,medium,匹配类,
欧洲与中东（第一组）,All countries,欧洲与中东（第一组）,(Paid UA) D7 ARPPU,4.000,good,匹配类,
欧洲与中东（第一组）,All countries,欧洲与中东（第一组）,Revenue Potential,0.152,,匹配类,
欧洲与中东（第一组）,DEU,德国,(Paid UA) CPP,2.000,good,匹配类,
欧洲与中东（第一组）,DEU,德国,(Paid UA) D7 ARPPU,2.000,bad,匹配类,
欧洲与中东（第一组）,DEU,德国,Revenue Potential,0.057,,匹配类,
欧洲与中东（第一组）,FRA,法国,(Paid UA) CPP,2.000,good,匹配类,YES
欧洲与中东（第一组）,FRA,法国,(Paid UA) D7 ARPPU,2.000,bad,匹配类,YES
欧洲与中东（第一组）,FRA,法国,Revenue Potential,0.025,,匹配类,YES
欧洲与中东（第一组）,ITA,意大利,(Paid UA) CPP,2.000,good,匹配类,
欧洲与中东（第一组）,ITA,意大利,(Paid UA) D7 ARPPU,3.000,medium,匹配类,
欧洲与中东（第一组）,ITA,意大利,Revenue Potential,0.014,,匹配类,
欧洲与中东（第一组）,ESP,西班牙,(Paid UA) CPP,2.000,good,匹配类,YES
欧洲与中东（第一组）,ESP,西班牙,(Paid UA) D7 ARPPU,4.000,good,匹配类,YES
欧洲与中东（第一组）,ESP,西班牙,Revenue Potential,0.010,,匹配类,YES
欧洲与中东（第一组）,NLD,荷兰,(Paid UA) CPP,3.000,medium,匹配类,YES
欧洲与中东（第一组）,NLD,荷兰,(Paid UA) D7 ARPPU,4.000,good,匹配类,YES
欧洲与中东（第一组）,NLD,荷兰,Revenue Potential,0.009,,匹配类,YES
欧洲与中东（第一组）,CHE,瑞士,(Paid UA) CPP,5.000,bad,匹配类,
欧洲与中东（第一组）,CHE,瑞士,(Paid UA) D7 ARPPU,5.000,good,匹配类,
欧洲与中东（第一组）,CHE,瑞士,Revenue Potential,0.008,,匹配类,
欧洲与中东（第一组）,AUT,奥地利,(Paid UA) CPP,4.000,bad,匹配类,YES
欧洲与中东（第一组）,AUT,奥地利,(Paid UA) D7 ARPPU,5.000,good,匹配类,YES
欧洲与中东（第一组）,AUT,奥地利,Revenue Potential,0.006,,匹配类,YES
欧洲与中东（第一组）,BEL,比利时,(Paid UA) CPP,3.000,medium,匹配类,YES
欧洲与中东（第一组）,BEL,比利时,(Paid UA) D7 ARPPU,4.000,good,匹配类,YES
欧洲与中东（第一组）,BEL,比利时,Revenue Potential,0.004,,匹配类,YES
欧洲与中东（第一组）,SWE,瑞典,(Paid UA) CPP,4.000,bad,匹配类,
欧洲与中东（第一组）,SWE,瑞典,(Paid UA) D7 ARPPU,4.000,good,匹配类,
欧洲与中东（第一组）,SWE,瑞典,Revenue Potential,0.006,,匹配类,
欧洲与中东（第一组）,ISR,以色列,(Paid UA) CPP,5.000,bad,匹配类,YES
欧洲与中东（第一组）,ISR,以色列,(Paid UA) D7 ARPPU,5.000,good,匹配类,YES
欧洲与中东（第一组）,ISR,以色列,Revenue Potential,0.002,,匹配类,YES
欧洲与中东（第一组）,NOR,挪威,(Paid UA) CPP,5.000,bad,匹配类,YES
欧洲与中东（第一组）,NOR,挪威,(Paid UA) D7 ARPPU,5.000,good,匹配类,YES
欧洲与中东（第一组）,NOR,挪威,Revenue Potential,0.004,,匹配类,YES
欧洲与中东（第一组）,DNK,丹麦,(Paid UA) CPP,5.000,bad,匹配类,
欧洲与中东（第一组）,DNK,丹麦,(Paid UA) D7 ARPPU,4.000,good,匹配类,
欧洲与中东（第一组）,DNK,丹麦,Revenue Potential,0.003,,匹配类,
欧洲与中东（第二组）,All countries,欧洲与中东（第二组）,(Paid UA) CPP,3.000,medium,匹配类,
欧洲与中东（第二组）,All countries,欧洲与中东（第二组）,(Paid UA) D7 ARPPU,2.000,bad,匹配类,
欧洲与中东（第二组）,All countries,欧洲与中东（第二组）,Revenue Potential,0.042,,匹配类,
欧洲与中东（第二组）,TUR,土耳其,(Paid UA) CPP,1.000,good,匹配类,
欧洲与中东（第二组）,TUR,土耳其,(Paid UA) D7 ARPPU,1.000,bad,匹配类,
欧洲与中东（第二组）,TUR,土耳其,Revenue Potential,0.007,,匹配类,
欧洲与中东（第二组）,POL,波兰,(Paid UA) CPP,2.000,good,匹配类,YES
欧洲与中东（第二组）,POL,波兰,(Paid UA) D7 ARPPU,3.000,medium,匹配类,YES
欧洲与中东（第二组）,POL,波兰,Revenue Potential,0.007,,匹配类,YES
欧洲与中东（第二组）,SAU,沙特阿拉伯,(Paid UA) CPP,4.000,bad,匹配类,
欧洲与中东（第二组）,SAU,沙特阿拉伯,(Paid UA) D7 ARPPU,3.000,medium,匹配类,
欧洲与中东（第二组）,SAU,沙特阿拉伯,Revenue Potential,0.004,,匹配类,
欧洲与中东（第二组）,ROU,罗马尼亚,(Paid UA) CPP,1.000,good,匹配类,
欧洲与中东（第二组）,ROU,罗马尼亚,(Paid UA) D7 ARPPU,1.000,bad,匹配类,
